8,Fitness Loft,0.0,29.0,0.0,1612105206.973844
9,Feature Gym Lounge (Cardio),0.0,13.0,0.0,1612105206.973844
10,Fitness Pavilion,0.0,42.0,0.0,1612105206.973844
11,Mindfulness Room ,0.0,2.0,0.0,1612105206.973844
12,Upper Fitness ,0.0,25.0,0.0,1612105206.973844
13,MAC Court (Cardio/Strength Equipment),0.0,50.0,0.0,1612105206.973844
14,Atrium Track (3rd Floor),0.0,10.0,0.0,1612105206.973844
15,East Mezzanine (3rd Floor),0.0,12.0,0.0,1612105206.973844
16,West Mezzanine (3rd Floor),0.0,12.0,0.0,1612105206.973844
17,Upper Gym,0.0,18.0,0.0,1612105206.973844
18,Upper Track (4th Floor),0.0,10.0,0.0,1612105206.973844
19,Racquetball/Squash Courts ,0.0,3.0,0.0,1612105206.973844
20,Faculty/Staff Workout Area ,0.0,6.0,0.0,1612105206.973844
21,B&G Gym 1-3,,,,1612105206.973844
22,B&G Gym 4-6,,,,1612105206.973844
23,Bouldering Wall,,,,1612105206.973844
24,Feature Gym,,,,1612105206.973844
25,Climbing Wall ,,,,1612105206.973844
26,TREC,,,,1612105206.973844
0,Colby Fitness (Free Weights/Cardio),0.0,101.0,0.0,1612108807.2773027
1,East Fitness (Strength Equipment),0.0,43.0,0.0,1612108807.2773027
2,Olympic Lifting Room ,0.0,8.0,0.0,1612108807.2773027
3,Scifres ,0.0,36.0,0.0,1612108807.2773027
4,Racquetball Court 2 (Squat Racks),0.0,8.0,0.0,1612108807.2773027
5,Lower Gym (Badminton & Pickleball),0.0,18.0,0.0,1612108807.2773027
6,MP3 (Strength Equipment),0.0,8.0,0.0,1612108807.2773027
7,MP4 (Table Tennis),0.0,8.0,0.0,1612108807.2773027
8,Fitness Loft,0.0,29.0,0.0,1612108807.2773027
9,Feature Gym Lounge (Cardio),0.0,13.0,0.0,1612108807.2773027
10,Fitness Pavilion,0.0,42.0,0.0,1612108807.2773027
11,Mindfulness Room ,0.0,2.0,0.0,1612108807.2773027
12,Upper Fitness ,0.0,25.0,0.0,1612108807.2773027
13,MAC Court (Cardio/Strength Equipment),0.0,50.0,0.0,1612108807.2773027
14,Atrium Track (3rd Floor),0.0,10.0,0.0,1612108807.2773027
15,East Mezzanine (3rd Floor),0.0,12.0,0.0,1612108807.2773027
16,West Mezzanine (3rd Floor),0.0,12.0,0.0,1612108807.2773027
17,Upper Gym,0.0,18.0,0.0,1612108807.2773027
18,Upper Track (4th Floor),0.0,10.0,0.0,1612108807.2773027
19,Racquetball/Squash Courts ,0.0,3.0,0.0,1612108807.2773027
20,Faculty/Staff Workout Area ,0.0,6.0,0.0,1612108807.2773027
21,B&G Gym 1-3,,,,1612108807.2773027
22,B&G Gym 4-6,,,,1612108807.2773027
23,Bouldering Wall,,,,1612108807.2773027
24,Feature Gym,,,,1612108807.2773027
25,Climbing Wall ,,,,1612108807.2773027
26,TREC,,,,1612108807.2773027
0,Colby Fitness (Free Weights/Cardio),22.0,101.0,22.0,1612112406.929421
1,East Fitness (Strength Equipment),15.0,43.0,35.0,1612112406.929421
2,Olympic Lifting Room ,2.0,8.0,25.0,1612112406.929421
3,Scifres ,4.0,36.0,12.0,1612112406.929421
4,Racquetball Court 2 (Squat Racks),0.0,8.0,0.0,1612112406.929421
5,Lower Gym (Badminton & Pickleball),1.0,18.0,6.0,1612112406.929421
6,MP3 (Strength Equipment),1.0,8.0,13.0,1612112406.929421
7,MP4 (Table Tennis),0.0,8.0,0.0,1612112406.929421
8,Fitness Loft,7.0,29.0,25.0,1612112406.929421
9,Feature Gym Lounge (Cardio),1.0,13.0,8.0,1612112406.929421
10,Fitness Pavilion,8.0,42.0,20.0,1612112406.929421
11,Mindfulness Room ,0.0,2.0,0.0,1612112406.929421
12,Upper Fitness ,9.0,25.0,36.0,1612112406.929421
13,MAC Court (Cardio/Strength Equipment),2.0,50.0,4.0,1612112406.929421
14,Atrium Track (3rd Floor),2.0,10.0,20.0,1612112406.929421
15,East Mezzanine (3rd Floor),2.0,12.0,17.0,1612112406.929421
16,West Mezzanine (3rd Floor),1.0,12.0,9.0,1612112406.929421
17,Upper Gym,5.0,18.0,28.0,1612112406.929421
18,Upper Track (4th Floor),2.0,10.0,20.0,1612112406.929421
19,Racquetball/Squash Courts ,0.0,3.0,0.0,1612112406.929421
20,Faculty/Staff Workout Area ,0.0,6.0,0.0,1612112406.929421
21,B&G Gym 1-3,,,,1612112406.929421
22,B&G Gym 4-6,,,,1612112406.929421
23,Bouldering Wall,,,,1612112406.929421
24,Feature Gym,,,,1612112406.929421
25,Climbing Wall ,,,,1612112406.929421
26,TREC,,,,1612112406.929421
0,Colby Fitness (Free Weights/Cardio),55.0,101.0,55.0,1612116006.8617306
1,East Fitness (Strength Equipment),28.0,43.0,66.0,1612116006.8617306
2,Olympic Lifting Room ,4.0,8.0,50.0,1612116006.8617306
3,Scifres ,21.0,36.0,59.0,1612116006.8617306
4,Racquetball Court 2 (Squat Racks),2.0,8.0,25.0,1612116006.8617306
5,Lower Gym (Badminton & Pickleball),3.0,18.0,17.0,1612116006.8617306
6,MP3 (Strength Equipment),2.0,8.0,25.0,1612116006.8617306
7,MP4 (Table Tennis),0.0,8.0,0.0,1612116006.8617306
8,Fitness Loft,12.0,29.0,42.0,1612116006.8617306
9,Feature Gym Lounge (Cardio),3.0,13.0,24.0,1612116006.8617306
10,Fitness Pavilion,17.0,42.0,41.0,1612116006.8617306
11,Mindfulness Room ,0.0,2.0,0.0,1612116006.8617306
12,Upper Fitness ,12.0,25.0,48.0,1612116006.8617306
13,MAC Court (Cardio/Strength Equipment),8.0,50.0,16.0,1612116006.8617306
14,Atrium Track (3rd Floor),3.0,10.0,30.0,1612116006.8617306
15,East Mezzanine (3rd Floor),2.0,12.0,17.0,1612116006.8617306
16,West Mezzanine (3rd Floor),1.0,12.0,9.0,1612116006.8617306
17,Upper Gym,4.0,18.0,23.0,1612116006.8617306
18,Upper Track (4th Floor),0.0,10.0,0.0,1612116006.8617306
19,Racquetball/Squash Courts ,0.0,3.0,0.0,1612116006.8617306
20,Faculty/Staff Workout Area ,1.0,6.0,17.0,1612116006.8617306
21,B&G Gym 1-3,,,,1612116006.8617306
22,B&G Gym 4-6,,,,1612116006.8617306
23,Bouldering Wall,,,,1612116006.8617306
24,Feature Gym,,,,1612116006.8617306
25,Climbing Wall ,,,,1612116006.8617306
26,TREC,,,,1612116006.8617306
0,Colby Fitness (Free Weights/Cardio),62.0,101.0,62.0,1612119607.5782535
1,East Fitness (Strength Equipment),36.0,43.0,84.0,1612119607.5782535
2,Olympic Lifting Room ,3.0,8.0,38.0,1612119607.5782535
3,Scifres ,20.0,36.0,56.0,1612119607.5782535
4,Racquetball Court 2 (Squat Racks),3.0,8.0,38.0,1612119607.5782535
5,Lower Gym (Badminton & Pickleball),8.0,18.0,45.0,1612119607.5782535
6,MP3 (Strength Equipment),2.0,8.0,25.0,1612119607.5782535
7,MP4 (Table Tennis),0.0,8.0,0.0,1612119607.5782535
8,Fitness Loft,8.0,29.0,28.0,1612119607.5782535
9,Feature Gym Lounge (Cardio),3.0,13.0,24.0,1612119607.5782535
10,Fitness Pavilion,24.0,42.0,58.0,1612119607.5782535
11,Mindfulness Room ,1.0,2.0,50.0,1612119607.5782535
12,Upper Fitness ,14.0,25.0,57.0,1612119607.5782535
13,MAC Court (Cardio/Strength Equipment),9.0,50.0,18.0,1612119607.5782535
14,Atrium Track (3rd Floor),1.0,10.0,10.0,1612119607.5782535
15,East Mezzanine (3rd Floor),4.0,12.0,34.0,1612119607.5782535
16,West Mezzanine (3rd Floor),1.0,12.0,9.0,1612119607.5782535
17,Upper Gym,10.0,18.0,56.0,1612119607.5782535
18,Upper Track (4th Floor),0.0,10.0,0.0,1612119607.5782535
19,Racquetball/Squash Courts ,0.0,3.0,0.0,1612119607.5782535
20,Faculty/Staff Workout Area ,0.0,6.0,0.0,1612119607.5782535
21,B&G Gym 1-3,,,,1612119607.5782535
22,B&G Gym 4-6,,,,1612119607.5782535
23,Bouldering Wall,,,,1612119607.5782535
24,Feature Gym,,,,1612119607.5782535
25,Climbing Wall ,,,,1612119607.5782535
26,TREC,,,,1612119607.5782535
0,Colby Fitness (Free Weights/Cardio),53.0,101.0,53.0,1612123206.590395
1,East Fitness (Strength Equipment),24.0,43.0,56.0,1612123206.590395
2,Olympic Lifting Room ,3.0,8.0,38.0,1612123206.590395
3,Scifres ,21.0,36.0,59.0,1612123206.590395
4,Racquetball Court 2 (Squat Racks),2.0,8.0,25.0,1612123206.590395
5,Lower Gym (Badminton & Pickleball),4.0,18.0,23.0,1612123206.590395
6,MP3 (Strength Equipment),3.0,8.0,38.0,1612123206.590395
7,MP4 (Table Tennis),0.0,8.0,0.0,1612123206.590395
8,Fitness Loft,11.0,29.0,38.0,1612123206.590395
9,Feature Gym Lounge (Cardio),5.0,13.0,39.0,1612123206.590395
10,Fitness Pavilion,20.0,42.0,48.0,1612123206.590395
11,Mindfulness Room ,1.0,2.0,50.0,1612123206.590395
12,Upper Fitness ,17.0,25.0,68.0,1612123206.590395
13,MAC Court (Cardio/Strength Equipment),2.0,50.0,4.0,1612123206.590395
14,Atrium Track (3rd Floor),3.0,10.0,30.0,1612123206.590395
15,East Mezzanine (3rd Floor),3.0,12.0,25.0,1612123206.590395
16,West Mezzanine (3rd Floor),2.0,12.0,17.0,1612123206.590395
17,Upper Gym,17.0,18.0,95.0,1612123206.590395
18,Upper Track (4th Floor),6.0,10.0,60.0,1612123206.590395
19,Racquetball/Squash Courts ,0.0,3.0,0.0,1612123206.590395
20,Faculty/Staff Workout Area ,2.0,6.0,34.0,1612123206.590395
21,B&G Gym 1-3,,,,1612123206.590395
22,B&G Gym 4-6,,,,1612123206.590395
23,Bouldering Wall,,,,1612123206.590395
24,Feature Gym,,,,1612123206.590395
25,Climbing Wall ,,,,1612123206.590395
26,TREC,,,,1612123206.590395
0,Colby Fitness (Free Weights/Cardio),43.0,101.0,43.0,1612126806.640514
1,East Fitness (Strength Equipment),32.0,43.0,75.0,1612126806.640514
2,Olympic Lifting Room ,2.0,8.0,25.0,1612126806.640514
3,Scifres ,15.0,36.0,42.0,1612126806.640514
4,Racquetball Court 2 (Squat Racks),2.0,8.0,25.0,1612126806.640514
5,Lower Gym (Badminton & Pickleball),4.0,18.0,23.0,1612126806.640514
6,MP3 (Strength Equipment),4.0,8.0,50.0,1612126806.640514
7,MP4 (Table Tennis),0.0,8.0,0.0,1612126806.640514
8,Fitness Loft,10.0,29.0,35.0,1612126806.640514
9,Feature Gym Lounge (Cardio),2.0,13.0,16.0,1612126806.640514
10,Fitness Pavilion,18.0,42.0,43.0,1612126806.640514
11,Mindfulness Room ,0.0,2.0,0.0,1612126806.640514
12,Upper Fitness ,12.0,25.0,48.0,1612126806.640514
13,MAC Court (Cardio/Strength Equipment),2.0,50.0,4.0,1612126806.640514
14,Atrium Track (3rd Floor),5.0,10.0,50.0,1612126806.640514
15,East Mezzanine (3rd Floor),3.0,12.0,25.0,1612126806.640514
16,West Mezzanine (3rd Floor),2.0,12.0,17.0,1612126806.640514
17,Upper Gym,5.0,18.0,28.0,1612126806.640514
18,Upper Track (4th Floor),6.0,10.0,60.0,1612126806.640514
19,Racquetball/Squash Courts ,0.0,3.0,0.0,1612126806.640514
20,Faculty/Staff Workout Area ,2.0,6.0,34.0,1612126806.640514
21,B&G Gym 1-3,,,,1612126806.640514
22,B&G Gym 4-6,,,,1612126806.640514
23,Bouldering Wall,,,,1612126806.640514
24,Feature Gym,,,,1612126806.640514
25,Climbing Wall ,,,,1612126806.640514
26,TREC,,,,1612126806.640514
0,Colby Fitness (Free Weights/Cardio),43.0,101.0,43.0,1612130406.601276
1,East Fitness (Strength Equipment),32.0,43.0,75.0,1612130406.601276
2,Olympic Lifting Room ,2.0,8.0,25.0,1612130406.601276
3,Scifres ,15.0,36.0,42.0,1612130406.601276
4,Racquetball Court 2 (Squat Racks),2.0,8.0,25.0,1612130406.601276
5,Lower Gym (Badminton & Pickleball),4.0,18.0,23.0,1612130406.601276
6,MP3 (Strength Equipment),4.0,8.0,50.0,1612130406.601276
7,MP4 (Table Tennis),0.0,8.0,0.0,1612130406.601276
8,Fitness Loft,10.0,29.0,35.0,1612130406.601276
9,Feature Gym Lounge (Cardio),2.0,13.0,16.0,1612130406.601276
10,Fitness Pavilion,18.0,42.0,43.0,1612130406.601276
11,Mindfulness Room ,0.0,2.0,0.0,1612130406.601276
12,Upper Fitness ,12.0,25.0,48.0,1612130406.601276
13,MAC Court (Cardio/Strength Equipment),2.0,50.0,4.0,1612130406.601276
14,Atrium Track (3rd Floor),5.0,10.0,50.0,1612130406.601276
15,East Mezzanine (3rd Floor),3.0,12.0,25.0,1612130406.601276
16,West Mezzanine (3rd Floor),2.0,12.0,17.0,1612130406.601276
17,Upper Gym,5.0,18.0,28.0,1612130406.601276
18,Upper Track (4th Floor),6.0,10.0,60.0,1612130406.601276
19,Racquetball/Squash Courts ,0.0,3.0,0.0,1612130406.601276
20,Faculty/Staff Workout Area ,2.0,6.0,34.0,1612130406.601276
21,B&G Gym 1-3,,,,1612130406.601276
22,B&G Gym 4-6,,,,1612130406.601276
23,Bouldering Wall,,,,1612130406.601276
24,Feature Gym,,,,1612130406.601276
25,Climbing Wall ,,,,1612130406.601276
26,TREC,,,,1612130406.601276
0,Colby Fitness (Free Weights/Cardio),49.0,101.0,49.0,1612134006.4847739
1,East Fitness (Strength Equipment),27.0,43.0,63.0,1612134006.4847739
2,Olympic Lifting Room ,6.0,8.0,75.0,1612134006.4847739
3,Scifres ,19.0,36.0,53.0,1612134006.4847739
4,Racquetball Court 2 (Squat Racks),0.0,8.0,0.0,1612134006.4847739
5,Lower Gym (Badminton & Pickleball),8.0,18.0,45.0,1612134006.4847739
6,MP3 (Strength Equipment),8.0,8.0,100.0,1612134006.4847739
7,MP4 (Table Tennis),0.0,8.0,0.0,1612134006.4847739
8,Fitness Loft,5.0,29.0,18.0,1612134006.4847739
9,Feature Gym Lounge (Cardio),0.0,13.0,0.0,1612134006.4847739
10,Fitness Pavilion,22.0,42.0,53.0,1612134006.4847739
11,Mindfulness Room ,0.0,2.0,0.0,1612134006.4847739
12,Upper Fitness ,8.0,25.0,32.0,1612134006.4847739
13,MAC Court (Cardio/Strength Equipment),1.0,50.0,2.0,1612134006.4847739
14,Atrium Track (3rd Floor),2.0,10.0,20.0,1612134006.4847739
15,East Mezzanine (3rd Floor),0.0,12.0,0.0,1612134006.4847739
16,West Mezzanine (3rd Floor),1.0,12.0,9.0,1612134006.4847739
17,Upper Gym,5.0,18.0,28.0,1612134006.4847739
18,Upper Track (4th Floor),1.0,10.0,10.0,1612134006.4847739
19,Racquetball/Squash Courts ,0.0,3.0,0.0,1612134006.4847739
20,Faculty/Staff Workout Area ,0.0,6.0,0.0,1612134006.4847739
21,B&G Gym 1-3,,,,1612134006.4847739
22,B&G Gym 4-6,,,,1612134006.4847739
23,Bouldering Wall,,,,1612134006.4847739
24,Feature Gym,,,,1612134006.4847739
25,Climbing Wall ,,,,1612134006.4847739
26,TREC,,,,1612134006.4847739
0,Colby Fitness (Free Weights/Cardio),49.0,101.0,49.0,1612137607.505786
1,East Fitness (Strength Equipment),27.0,43.0,63.0,1612137607.505786
2,Olympic Lifting Room ,6.0,8.0,75.0,1612137607.505786
3,Scifres ,19.0,36.0,53.0,1612137607.505786
4,Racquetball Court 2 (Squat Racks),0.0,8.0,0.0,1612137607.505786
5,Lower Gym (Badminton & Pickleball),8.0,18.0,45.0,1612137607.505786
6,MP3 (Strength Equipment),8.0,8.0,100.0,1612137607.505786
7,MP4 (Table Tennis),0.0,8.0,0.0,1612137607.505786
8,Fitness Loft,5.0,29.0,18.0,1612137607.505786
9,Feature Gym Lounge (Cardio),0.0,13.0,0.0,1612137607.505786
10,Fitness Pavilion,22.0,42.0,53.0,1612137607.505786
11,Mindfulness Room ,0.0,2.0,0.0,1612137607.505786
12,Upper Fitness ,8.0,25.0,32.0,1612137607.505786
13,MAC Court (Cardio/Strength Equipment),1.0,50.0,2.0,1612137607.505786
14,Atrium Track (3rd Floor),2.0,10.0,20.0,1612137607.505786
15,East Mezzanine (3rd Floor),0.0,12.0,0.0,1612137607.505786
16,West Mezzanine (3rd Floor),1.0,12.0,9.0,1612137607.505786
17,Upper Gym,5.0,18.0,28.0,1612137607.505786
18,Upper Track (4th Floor),1.0,10.0,10.0,1612137607.505786
19,Racquetball/Squash Courts ,0.0,3.0,0.0,1612137607.505786
20,Faculty/Staff Workout Area ,0.0,6.0,0.0,1612137607.505786
21,B&G Gym 1-3,,,,1612137607.505786
22,B&G Gym 4-6,,,,1612137607.505786
23,Bouldering Wall,,,,1612137607.505786
24,Feature Gym,,,,1612137607.505786
25,Climbing Wall ,,,,1612137607.505786
26,TREC,,,,1612137607.505786
0,Colby Fitness (Free Weights/Cardio),35.0,101.0,35.0,1612141207.3457453
1,East Fitness (Strength Equipment),31.0,43.0,73.0,1612141207.3457453
2,Olympic Lifting Room ,0.0,8.0,0.0,1612141207.3457453
3,Scifres ,6.0,36.0,17.0,1612141207.3457453
4,Racquetball Court 2 (Squat Racks),3.0,8.0,38.0,1612141207.3457453
5,Lower Gym (Badminton & Pickleball),8.0,18.0,45.0,1612141207.3457453
